Real,Regressão Linear,Random Forest,Gradient Boosting,XGBoost,Erro Percentual Reg. Linear,Erro Percentual RF,Erro Percentual GB,Erro Percentual XGB
4057.0,4465.0625,3994.24,3597.0018331981723,4785.4746,0.10058232684249445,0.015469558787281295,0.11338382223362772,0.17955992343480404
931.0,2356.5625,2953.62,910.9784383642934,3714.1929,1.5312164339419978,2.1725241675617615,0.021505436773046806,2.9894660269535445
2901.0,3637.5625,2544.84,3352.93555749906,4205.5415,0.25389951740779043,0.12277145811789034,0.15578612805896588,0.44968683347337124
684.0,834.9375,1273.06,1076.118186481212,1368.8495,0.2206688596491228,0.8611988304093566,0.5732722024579122,1.001241940503929
7476.0,8225.5625,8472.42,8318.182675384498,7404.766,0.10026250668806849,0.1332825040128411,0.11265150821087454,0.009528342257724719
2221.0,2267.5625,2453.21,1723.5217192695955,2563.4465,0.020964655560558307,0.10455200360198111,0.22398841995965987,0.154185742099561
4843.0,2843.5625,2359.08,2731.6919605741373,2777.2637,0.4128510220937435,0.5128887053479249,0.43595045208050026,0.42654064177679124
2515.0,2806.8125,3805.7,3225.166369779225,3919.9382,0.11602882703777335,0.5132007952286282,0.2823723140275249,0.5586235516587972
3651.0,2957.5625,3211.16,3422.3867785516854,5466.2104,0.1899308408655163,0.12047110380717616,0.06261660406691716,0.4971817171237332
1494.0,2231.0625,3368.91,2834.886758574462,3030.148,0.49334839357429716,1.2549598393574297,0.8975145639721968,1.0282114787274097
5381.0,10544.0625,7949.96,10678.769160442554,11239.098,0.9594986991265564,0.477413120237874,0.9845324587330523,1.088663381574057
3399.0,2916.5625,2838.47,2522.9076573574293,2261.262,0.1419351279788173,0.16491026772580178,0.2577500272558313,0.33472728364500587
1478.0,1509.0625,2053.45,1855.828854240179,2371.848,0.02101657645466847,0.3893437077131257,0.2556352193776583,0.6047685388299222
1449.0,2168.8125,2061.71,1938.6084923523415,1455.9176,0.49676501035196685,0.42285024154589373,0.3378940595944386,0.004774052821989303
1743.0,2680.3125,2119.07,2026.906234389034,1744.8226,0.5377581755593803,0.21576018359150897,0.16288366861103493,0.0010456866528614458
3077.0,3007.5625,1850.41,2494.884227116825,2781.6394,0.02256662333441664,0.39863178420539486,0.18918289661461649,0.09598979385866915
1766.0,2212.5625,2535.74,1605.6207171058509,839.97644,0.2528666477916195,0.43586636466591155,0.09081499597630188,0.5243621515120682
2030.0,3764.5625,2879.07,3282.480747009185,7459.2607,0.8544642857142857,0.41826108374384247,0.6169855896596971,2.6745126808805417
1154.0,-381.0625,1012.86,916.8177375157688,486.44382,1.3302101386481802,0.12230502599653378,0.20553055674543427,0.5784715622715149
4272.0,3353.8125,3081.84,3522.156018502925,1784.5221,0.2149315308988764,0.27859550561797747,0.17552527656766742,0.5822747905602615
5595.0,9838.1875,8219.76,10271.274617431534,7623.5293,0.7583891867739053,0.46912600536193033,0.8357952846168962,0.36256108970062556
2122.0,2194.6875,2012.72,1886.3801244928954,2879.832,0.034254241281809615,0.05149858623939678,0.11103669910796633,0.35713102320923656
4139.0,3280.5625,3500.71,3885.8508556203074,3501.1584,0.2074021502778449,0.1542135781589756,0.06116190973174502,0.15410523139269752
846.0,1877.8125,2289.36,2179.3910639137603,2843.0132,1.219636524822695,1.706099290780142,1.576112368692388,2.3605356780067965
1532.0,485.0625,1228.68,1207.3936027798516,1835.5475,0.6833795691906005,0.19798955613577018,0.2118840712925251,0.19813804526864393
3976.0,5216.5625,4382.62,4334.738413927286,5327.451,0.31201270120724345,0.10226861167002009,0.09022595923724504,0.33990220620598594
766.0,593.0625,1015.51,1010.2078277013584,1115.1393,0.22576697127937337,0.3257310704960835,0.3188091745448543,0.45579540760647846
1246.0,3095.5625,2119.26,2504.200580564961,3056.3674,1.4844000802568218,0.7008507223113967,1.0097917982062288,1.4529433640775482
1542.0,2849.5625,2014.39,2475.639627928967,2326.3132,0.8479653047989624,0.306348897535668,0.6054731698631434,0.5086337434642509
929.0,4081.3125,4021.01,2928.5873959737496,4184.8374,3.3932319698600644,3.328320775026911,2.1524083917909036,3.5046688938038213
3029.0,3874.0625,3250.04,2882.626250638161,2893.6448,0.2789905909541103,0.07297457906899965,0.04832411665957053,0.044686439289988444
1533.0,1828.3125,1946.37,1799.0347991361589,1673.3724,0.19263698630136986,0.26964774951076315,0.17353868175874682,0.09156714711248369
6681.0,7309.8125,7614.92,8440.228068524766,9003.958,0.09411951803622212,0.13978745696751985,0.2633180764144239,0.3476961544398294
888.0,853.3125,945.68,1174.5520078040831,716.02704,0.0390625,0.0649549549549549,0.3226937024820756,0.19366324484885275
4297.0,4468.5625,3609.28,5296.522631569298,5425.4697,0.039926111240400276,0.1600465441005352,0.23260940925513102,0.26261804202059574
1908.0,3702.5625,3911.15,3820.8878565318437,3611.397,0.9405463836477987,1.0498689727463313,1.0025617696707776,0.8927657089393344
3235.0,4409.5625,3205.35,3501.4752511010142,2460.819,0.36307959814528595,0.009165378670788281,0.08237256602813423,0.23931403653883307
7408.0,8292.5625,7595.04,6880.456585175223,5899.622,0.11940638498920086,0.025248380129589628,0.07121266398822582,0.20361473132930616
6568.0,3208.5625,3397.84,2894.6501808416,1729.1746,0.5114856120584653,0.482667478684531,0.559279814122777,0.7367273811591237
3632.0,4994.0625,5381.65,4276.2918821081,4073.7808,0.37501720814977973,0.4817318281938325,0.1773931393469439,0.12163567227939152
9436.0,9801.0625,8455.2,9312.67978719514,7103.7593,0.03868826833403985,0.10394234845273413,0.013069119627475593,0.24716412914966618
6836.0,9117.5625,11124.33,11050.824553510025,11780.291,0.33375694850789933,0.627315681685196,0.6165629832519054,0.723272530079725
2319.0,3607.0625,4000.43,2865.1654012731146,2891.928,0.5554387667097888,0.7250668391548081,0.2355176374614552,0.24705820548323632
1236.0,2363.0625,2700.1,2418.220694508377,3481.6702,0.9118628640776699,1.184546925566343,0.9564892350391401,1.816885247585457
5003.0,5553.3125,3853.32,4519.852612991973,6177.854,0.10999650209874076,0.22979812112732356,0.09657153448091689,0.23482990283954627
886.0,751.8125,1201.85,782.8373229453704,933.83417,0.15145316027088035,0.3564898419864559,0.11643643008423209,0.05398890234815886
1442.0,2390.5625,1496.33,1847.5585941577322,1610.1687,0.6578103328710125,0.037676837725381364,0.2812472913715202,0.11662184547286754
2978.0,2951.3125,2610.46,2923.2748983656743,2816.0986,0.008961551376762928,0.12341840161182,0.01837646126068694,0.054365804965580924
2359.0,4684.5625,3155.21,4060.931489282767,2903.2664,0.9858255616786774,0.33752013565069944,0.7214631154229618,0.2307191002212272
2996.0,3595.0625,3951.55,3381.0297512373177,3154.6804,0.19995410547396528,0.31894192256341797,0.1285146032167282,0.052964092096754005
